disability,geo_code,geo_level,sex,total,geo_version
Blind/low vision,59001,local,Male,53,2016
Deaf/hard of hearing,59001,local,Female,85,2016
Deaf/hard of hearing,59001,local,Male,81,2016
Deaf-Blind,59001,local,Female,2,2016
Deaf-Blind,59001,local,Male,2,2016
Intellectual disable,59001,local,Female,12,2016
Intellectual disable,59001,local,Male,5,2016
Mental disable,59001,local,Female,14,2016
Mental disable,59001,local,Male,20,2016
Multiple disable,59001,local,Female,19,2016
Multiple disable,59001,local,Male,30,2016
No disability,59001,local,Female,13443,2016
No disability,59001,local,Male,12549,2016
Physical,59001,local,Female,151,2016
Physical,59001,local,Male,211,2016
Speech problem,59001,local,Female,29,2016
Speech problem,59001,local,Male,35,2016
Blind/low vision,59007,local,Female,54,2016
Blind/low vision,59007,local,Male,74,2016
Deaf/hard of hearing,59007,local,Female,68,2016
Deaf/hard of hearing,59007,local,Male,65,2016
Deaf-Blind,59007,local,Female,4,2016
Deaf-Blind,59007,local,Male,3,2016
Intellectual disable,59007,local,Female,13,2016
Intellectual disable,59007,local,Male,16,2016
Mental disable,59007,local,Female,31,2016
Mental disable,59007,local,Male,31,2016
Multiple disable,59007,local,Female,26,2016
Multiple disable,59007,local,Male,48,2016
No disability,59007,local,Female,15755,2016
No disability,59007,local,Male,13594,2016
Physical,59007,local,Female,193,2016
Physical,59007,local,Male,241,2016
Speech problem,59007,local,Female,29,2016
Speech problem,59007,local,Male,50,2016
Blind/low vision,59009,local,Female,65,2016
Blind/low vision,59009,local,Male,59,2016
Deaf/hard of hearing,59009,local,Female,45,2016
Deaf/hard of hearing,59009,local,Male,60,2016
Deaf-Blind,59009,local,Female,1,2016
Deaf-Blind,59009,local,Male,7,2016
Intellectual disable,59009,local,Female,4,2016
Intellectual disable,59009,local,Male,8,2016
Mental disable,59009,local,Female,8,2016
Mental disable,59009,local,Male,16,2016
Multiple disable,59009,local,Female,19,2016
Multiple disable,59009,local,Male,21,2016
No disability,59009,local,Female,13688,2016
No disability,59009,local,Male,11425,2016
Physical,59009,local,Female,149,2016
Physical,59009,local,Male,205,2016
Speech problem,59009,local,Female,23,2016
Speech problem,59009,local,Male,42,2016
Blind/low vision,59003,local,Female,136,2016
Blind/low vision,59003,local,Male,133,2016
Deaf/hard of hearing,59003,local,Female,156,2016
Deaf/hard of hearing,59003,local,Male,185,2016
Deaf-Blind,59003,local,Female,19,2016
Deaf-Blind,59003,local,Male,21,2016
Intellectual disable,59003,local,Female,21,2016
Intellectual disable,59003,local,Male,33,2016
Mental disable,59003,local,Female,71,2016
Mental disable,59003,local,Male,73,2016
Multiple disable,59003,local,Female,84,2016
Multiple disable,59003,local,Male,104,2016
No disability,59003,local,Female,50804,2016
No disability,59003,local,Male,47706,2016
Physical,59003,local,Female,314,2016
Physical,59003,local,Male,411,2016
Speech problem,59003,local,Female,82,2016
Speech problem,59003,local,Male,105,2016
Blind/low vision,59002,local,Female,109,2016
Blind/low vision,59002,local,Male,100,2016
Deaf/hard of hearing,59002,local,Female,65,2016
Deaf/hard of hearing,59002,local,Male,64,2016
Deaf-Blind,59002,local,Female,6,2016
Deaf-Blind,59002,local,Male,10,2016
Intellectual disable,59002,local,Female,9,2016
Intellectual disable,59002,local,Male,3,2016
Mental disable,59002,local,Female,26,2016
Mental disable,59002,local,Male,26,2016
Multiple disable,59002,local,Female,35,2016
Multiple disable,59002,local,Male,42,2016
No disability,59002,local,Female,21824,2016
No disability,59002,local,Male,18623,2016
Physical,59002,local,Female,147,2016
Physical,59002,local,Male,228,2016
Speech problem,59002,local,Female,41,2016
Speech problem,59002,local,Male,49,2016
Blind/low vision,59004,local,Female,56,2016
Blind/low vision,59004,local,Male,61,2016
Deaf/hard of hearing,59004,local,Female,31,2016
Deaf/hard of hearing,59004,local,Male,64,2016
Deaf-Blind,59004,local,Female,1,2016
Deaf-Blind,59004,local,Male,4,2016
Intellectual disable,59004,local,Female,6,2016
Intellectual disable,59004,local,Male,3,2016
Mental disable,59004,local,Female,10,2016
Mental disable,59004,local,Male,19,2016
Multiple disable,59004,local,Female,23,2016
Multiple disable,59004,local,Male,19,2016
No disability,59004,local,Female,12738,2016
No disability,59004,local,Male,11819,2016
Physical,59004,local,Female,125,2016
Physical,59004,local,Male,184,2016
Speech problem,59004,local,Female,36,2016
Speech problem,59004,local,Male,41,2016
Blind/low vision,21,district,Female,157,2016
Blind/low vision,21,district,Male,135,2016
Deaf/hard of hearing,21,district,Female,164,2016
Deaf/hard of hearing,21,district,Male,181,2016
Deaf-Blind,21,district,Female,21,2016
Deaf-Blind,21,district,Male,17,2016
Intellectual disable,21,district,Female,9,2016
Intellectual disable,21,district,Male,10,2016
Mental disable,21,district,Female,22,2016
Mental disable,21,district,Male,10,2016
Multiple disable,21,district,Female,85,2016
Multiple disable,21,district,Male,65,2016
No disability,21,district,Female,17664,2016
No disability,21,district,Male,16863,2016
Physical,21,district,Female,237,2016
Physical,21,district,Male,310,2016
Speech problem,21,district,Female,88,2016
Speech problem,21,district,Male,90,2016
Blind/low vision,62007,local,Female,34,2016
Blind/low vision,62007,local,Male,21,2016
Deaf/hard of hearing,62007,local,Female,33,2016
Deaf/hard of hearing,62007,local,Male,37,2016
Deaf-Blind,62007,local,Female,5,2016
Deaf-Blind,62007,local,Male,7,2016
Intellectual disable,62007,local,Female,6,2016
Intellectual disable,62007,local,Male,7,2016
Mental disable,62007,local,Female,1,2016
Mental disable,62007,local,Male,0,2016
Multiple disable,62007,local,Female,13,2016
Multiple disable,62007,local,Male,8,2016
No disability,62007,local,Female,4018,2016
No disability,62007,local,Male,4054,2016
Physical,62007,local,Female,41,2016
Physical,62007,local,Male,46,2016
Speech problem,62007,local,Female,23,2016
Speech problem,62007,local,Male,16,2016
Blind/low vision,62004,local,Female,6,2016
Blind/low vision,62004,local,Male,3,2016
Deaf/hard of hearing,62004,local,Female,12,2016
Deaf/hard of hearing,62004,local,Male,9,2016
Deaf-Blind,62004,local,Female,5,2016
Deaf-Blind,62004,local,Male,1,2016
Intellectual disable,62004,local,Female,0,2016
Intellectual disable,62004,local,Male,0,2016
Mental disable,62004,local,Female,2,2016
Mental disable,62004,local,Male,0,2016
Multiple disable,62004,local,Female,1,2016
Multiple disable,62004,local,Male,3,2016
No disability,62004,local,Female,1867,2016
No disability,62004,local,Male,1619,2016
Physical,62004,local,Female,16,2016
Physical,62004,local,Male,17,2016
Speech problem,62004,local,Female,10,2016
Speech problem,62004,local,Male,5,2016
Blind/low vision,62001,local,Female,4,2016
Blind/low vision,62001,local,Male,0,2016
Deaf/hard of hearing,62001,local,Female,4,2016
Deaf/hard of hearing,62001,local,Male,1,2016
Deaf-Blind,62001,local,Female,0,2016
Deaf-Blind,62001,local,Male,1,2016
Intellectual disable,62001,local,Female,0,2016
Intellectual disable,62001,local,Male,0,2016
Mental disable,62001,local,Female,1,2016
Mental disable,62001,local,Male,0,2016
Multiple disable,62001,local,Female,4,2016
Multiple disable,62001,local,Male,1,2016
No disability,62001,local,Female,745,2016
No disability,62001,local,Male,673,2016
Physical,62001,local,Female,6,2016
Physical,62001,local,Male,6,2016
Speech problem,62001,local,Female,3,2016
Speech problem,62001,local,Male,2,2016
Blind/low vision,62006,local,Female,19,2016
Blind/low vision,62006,local,Male,17,2016
Deaf/hard of hearing,62006,local,Female,9,2016
Deaf/hard of hearing,62006,local,Male,12,2016
Deaf-Blind,62006,local,Female,1,2016
Deaf-Blind,62006,local,Male,0,2016
Intellectual disable,62006,local,Female,0,2016
Intellectual disable,62006,local,Male,0,2016
Mental disable,62006,local,Female,3,2016
Mental disable,62006,local,Male,1,2016
Multiple disable,62006,local,Female,5,2016
Multiple disable,62006,local,Male,4,2016
No disability,62006,local,Female,1531,2016
No disability,62006,local,Male,1450,2016
Physical,62006,local,Female,18,2016
Physical,62006,local,Male,23,2016
Speech problem,62006,local,Female,1,2016
Speech problem,62006,local,Male,5,2016
Blind/low vision,62003,local,Female,11,2016
Blind/low vision,62003,local,Male,18,2016
Deaf/hard of hearing,62003,local,Female,12,2016
Deaf/hard of hearing,62003,local,Male,22,2016
Deaf-Blind,62003,local,Female,2,2016
Deaf-Blind,62003,local,Male,1,2016
Intellectual disable,62003,local,Female,0,2016
Intellectual disable,62003,local,Male,1,2016
Mental disable,62003,local,Female,4,2016
Mental disable,62003,local,Male,0,2016
Multiple disable,62003,local,Female,13,2016
Multiple disable,62003,local,Male,15,2016
No disability,62003,local,Female,1099,2016
No disability,62003,local,Male,995,2016
Physical,62003,local,Female,25,2016
Physical,62003,local,Male,41,2016
Speech problem,62003,local,Female,6,2016
Speech problem,62003,local,Male,8,2016
Blind/low vision,62002,local,Female,6,2016
Blind/low vision,62002,local,Male,2,2016
Deaf/hard of hearing,62002,local,Female,2,2016
Deaf/hard of hearing,62002,local,Male,1,2016
Deaf-Blind,62002,local,Female,2,2016
Deaf-Blind,62002,local,Male,0,2016
Intellectual disable,62002,local,Female,0,2016
Intellectual disable,62002,local,Male,0,2016
Mental disable,62002,local,Female,1,2016
Mental disable,62002,local,Male,2,2016
Multiple disable,62002,local,Female,2,2016
Multiple disable,62002,local,Male,0,2016
No disability,62002,local,Female,1138,2016
No disability,62002,local,Male,961,2016
Physical,62002,local,Female,3,2016
Physical,62002,local,Male,3,2016
Speech problem,62002,local,Female,3,2016
Speech problem,62002,local,Male,0,2016
Blind/low vision,62008,local,Female,58,2016
Blind/low vision,62008,local,Male,47,2016
Deaf/hard of hearing,62008,local,Female,61,2016
Deaf/hard of hearing,62008,local,Male,66,2016
Deaf-Blind,62008,local,Female,1,2016
Deaf-Blind,62008,local,Male,4,2016
Intellectual disable,62008,local,Female,2,2016
Intellectual disable,62008,local,Male,1,2016
Mental disable,62008,local,Female,3,2016
Mental disable,62008,local,Male,6,2016
Multiple disable,62008,local,Female,34,2016
Multiple disable,62008,local,Male,25,2016
No disability,62008,local,Female,4866,2016
No disability,62008,local,Male,4685,2016
Physical,62008,local,Female,80,2016
Physical,62008,local,Male,98,2016
Speech problem,62008,local,Female,33,2016
Speech problem,62008,local,Male,34,2016
Blind/low vision,62005,local,Female,19,2016
Blind/low vision,62005,local,Male,27,2016
Deaf/hard of hearing,62005,local,Female,31,2016
Deaf/hard of hearing,62005,local,Male,33,2016
Deaf-Blind,62005,local,Female,5,2016
Deaf-Blind,62005,local,Male,3,2016
Intellectual disable,62005,local,Female,1,2016
Intellectual disable,62005,local,Male,1,2016
Mental disable,62005,local,Female,7,2016
Mental disable,62005,local,Male,1,2016
Multiple disable,62005,local,Female,13,2016
Multiple disable,62005,local,Male,9,2016
No disability,62005,local,Female,2400,2016
No disability,62005,local,Male,2426,2016
Physical,62005,local,Female,48,2016
Physical,62005,local,Male,76,2016
Speech problem,62005,local,Female,9,2016
Speech problem,62005,local,Male,20,2016
Blind/low vision,44,district,Female,198,2016
Blind/low vision,44,district,Male,174,2016
Deaf/hard of hearing,44,district,Female,220,2016
Deaf/hard of hearing,44,district,Male,284,2016
Deaf-Blind,44,district,Female,19,2016
Deaf-Blind,44,district,Male,26,2016
Intellectual disable,44,district,Female,18,2016
Intellectual disable,44,district,Male,22,2016
Mental disable,44,district,Female,22,2016
Mental disable,44,district,Male,35,2016
Multiple disable,44,district,Female,61,2016
Multiple disable,44,district,Male,57,2016
No disability,44,district,Female,26392,2016
No disability,44,district,Male,26523,2016
Physical,44,district,Female,253,2016
Physical,44,district,Male,368,2016
Speech problem,44,district,Female,60,2016
Speech problem,44,district,Male,100,2016
Blind/low vision,65002,local,Female,71,2016
Blind/low vision,65002,local,Male,64,2016
Deaf/hard of hearing,65002,local,Female,64,2016
Deaf/hard of hearing,65002,local,Male,84,2016
Deaf-Blind,65002,local,Female,5,2016
Deaf-Blind,65002,local,Male,11,2016
Intellectual disable,65002,local,Female,4,2016
Intellectual disable,65002,local,Male,4,2016
Mental disable,65002,local,Female,7,2016
Mental disable,65002,local,Male,16,2016
Multiple disable,65002,local,Female,20,2016
Multiple disable,65002,local,Male,17,2016
No disability,65002,local,Female,8223,2016
No disability,65002,local,Male,8291,2016
Physical,65002,local,Female,75,2016
Physical,65002,local,Male,119,2016
Speech problem,65002,local,Female,18,2016
Speech problem,65002,local,Male,23,2016
Blind/low vision,65001,local,Female,49,2016
Blind/low vision,65001,local,Male,48,2016
Deaf/hard of hearing,65001,local,Female,92,2016
Deaf/hard of hearing,65001,local,Male,124,2016
Deaf-Blind,65001,local,Female,8,2016
Deaf-Blind,65001,local,Male,11,2016
Intellectual disable,65001,local,Female,9,2016
Intellectual disable,65001,local,Male,13,2016
Mental disable,65001,local,Female,9,2016
Mental disable,65001,local,Male,15,2016
Multiple disable,65001,local,Female,19,2016
Multiple disable,65001,local,Male,19,2016
No disability,65001,local,Female,9530,2016
No disability,65001,local,Male,9830,2016
Physical,65001,local,Female,96,2016
Physical,65001,local,Male,144,2016
Speech problem,65001,local,Female,23,2016
Speech problem,65001,local,Male,43,2016
Blind/low vision,65003,local,Female,18,2016
Blind/low vision,65003,local,Male,13,2016
Deaf/hard of hearing,65003,local,Female,23,2016
Deaf/hard of hearing,65003,local,Male,24,2016
Deaf-Blind,65003,local,Female,1,2016
Deaf-Blind,65003,local,Male,0,2016
Intellectual disable,65003,local,Female,0,2016
Intellectual disable,65003,local,Male,2,2016
Mental disable,65003,local,Female,1,2016
Mental disable,65003,local,Male,1,2016
Multiple disable,65003,local,Female,12,2016
Multiple disable,65003,local,Male,8,2016
No disability,65003,local,Female,2717,2016
No disability,65003,local,Male,2516,2016
Physical,65003,local,Female,18,2016
Physical,65003,local,Male,25,2016
Speech problem,65003,local,Female,8,2016
Speech problem,65003,local,Male,9,2016
Blind/low vision,65004,local,Female,60,2016
Blind/low vision,65004,local,Male,49,2016
Deaf/hard of hearing,65004,local,Female,41,2016
Deaf/hard of hearing,65004,local,Male,52,2016
Deaf-Blind,65004,local,Female,5,2016
Deaf-Blind,65004,local,Male,4,2016
Intellectual disable,65004,local,Female,5,2016
Intellectual disable,65004,local,Male,3,2016
Mental disable,65004,local,Female,5,2016
Mental disable,65004,local,Male,3,2016
Multiple disable,65004,local,Female,10,2016
Multiple disable,65004,local,Male,13,2016
No disability,65004,local,Female,5922,2016
No disability,65004,local,Male,5886,2016
Physical,65004,local,Female,64,2016
Physical,65004,local,Male,80,2016
Speech problem,65004,local,Female,11,2016
Speech problem,65004,local,Male,25,2016
Blind/low vision,61,district,Female,496,2016
Blind/low vision,61,district,Male,504,2016
Deaf/hard of hearing,61,district,Female,598,2016
Deaf/hard of hearing,61,district,Male,599,2016
Deaf-Blind,61,district,Female,65,2016
Deaf-Blind,61,district,Male,53,2016
Intellectual disable,61,district,Female,42,2016
Intellectual disable,61,district,Male,78,2016
Mental disable,61,district,Female,121,2016
Mental disable,61,district,Male,136,2016
Multiple disable,61,district,Female,220,2016
Multiple disable,61,district,Male,226,2016
No disability,61,district,Female,123644,2016
No disability,61,district,Male,111845,2016
Physical,61,district,Female,1026,2016
Physical,61,district,Male,1432,2016
Speech problem,61,district,Female,251,2016
Speech problem,61,district,Male,380,2016
Blind/low vision,55009,local,Female,52,2016
Blind/low vision,55009,local,Male,46,2016
Deaf/hard of hearing,55009,local,Female,58,2016
Deaf/hard of hearing,55009,local,Male,58,2016
Deaf-Blind,55009,local,Female,12,2016
Deaf-Blind,55009,local,Male,8,2016
Intellectual disable,55009,local,Female,5,2016
Intellectual disable,55009,local,Male,9,2016
Mental disable,55009,local,Female,15,2016
